Customer ID,Number Orders,Total Spent,Total Items,Days as customer,Days without purchase,Loyal Customer,Many Orders,Big Spender,Dormant Customer,RFMScore
L1372,1,311.0,1.0,29.0,29.0,1,1,2,No,112
L1373,2,200.0,2.0,274.0,274.0,2,2,2,No,222
L1376,1,111.0,1.0,394.0,394.0,1,1,1,Yes,111
L1377,5,1208.0,5.0,425.0,152.0,3,4,4,No,344
L1380,1,183.0,1.0,394.0,394.0,1,1,2,Yes,112
L1383,1,106.0,1.0,1.0,1.0,1,1,1,No,111
L1386,1,164.0,1.0,29.0,29.0,1,1,2,No,112
L1408,3,442.0,3.0,335.0,60.0,4,3,3,No,433
L1411,1,51.0,1.0,394.0,394.0,1,1,1,Yes,111
L1418,1,100.0,1.0,366.0,366.0,1,1,1,Yes,111
L1421,1,98.0,1.0,335.0,335.0,1,1,1,Yes,111
L1422,2,286.0,2.0,244.0,121.0,3,2,2,No,322
L1429,1,284.0,1.0,366.0,366.0,1,1,2,Yes,112
L1431,2,330.0,2.0,244.0,244.0,3,2,2,No,322
L1432,1,99.0,1.0,335.0,335.0,1,1,1,Yes,111
L1433,3,300.0,3.0,366.0,274.0,2,3,2,No,232
L1434,3,510.0,3.0,366.0,60.0,4,3,3,No,433
L1443,1,155.0,1.0,60.0,60.0,1,1,2,No,112
L1445,6,610.0,6.0,425.0,366.0,1,4,3,Yes,143
L1448,1,236.0,1.0,366.0,366.0,1,1,2,Yes,112
L1450,1,54.0,1.0,425.0,425.0,1,1,1,Yes,111
L1451,4,448.0,4.0,394.0,335.0,1,4,3,Yes,143
L1456,2,249.0,3.0,305.0,305.0,2,2,2,Yes,222
L1457,1,161.0,1.0,425.0,425.0,1,1,2,Yes,112
L1472,1,80.0,1.0,425.0,425.0,1,1,1,Yes,111
L1473,1,75.0,1.0,29.0,29.0,1,1,1,No,111
L1476,2,350.0,2.0,244.0,244.0,3,2,3,No,323
L1477,1,84.0,1.0,305.0,305.0,2,1,1,Yes,211
L1479,1,148.0,1.0,1.0,1.0,1,1,2,No,112
L1488,2,1042.0,2.0,213.0,1.0,4,2,4,No,424
L1489,1,106.0,1.0,29.0,29.0,1,1,1,No,111
L1496,1,71.0,1.0,305.0,305.0,2,1,1,Yes,211
L1498,1,336.0,1.0,305.0,305.0,2,1,2,Yes,212
L1499,3,407.0,3.0,274.0,244.0,3,3,3,No,333
L1502,1,276.0,1.0,244.0,244.0,3,1,2,No,312
L1505,1,721.0,1.0,121.0,121.0,1,1,3,No,113
L1506,2,671.0,2.0,1.0,1.0,1,2,3,No,123
L1507,1,209.0,1.0,121.0,121.0,1,1,2,No,112
L1509,1,140.0,1.0,305.0,305.0,2,1,1,Yes,211
L1514,1,170.0,1.0,274.0,274.0,2,1,2,No,212
L1515,2,358.0,2.0,394.0,1.0,4,2,3,No,423
L1520,1,236.0,1.0,394.0,394.0,1,1,2,Yes,112
L1521,3,1704.0,3.0,366.0,244.0,3,3,4,No,334
L1522,1,41.0,1.0,366.0,366.0,1,1,1,Yes,111
L1527,2,137.0,2.0,244.0,244.0,3,2,1,No,321
L1532,2,1620.0,2.0,244.0,29.0,4,2,4,No,424
L1535,4,648.0,4.0,394.0,1.0,4,4,3,No,443
L1536,1,70.0,1.0,335.0,335.0,1,1,1,Yes,111
L1537,3,384.0,3.0,305.0,305.0,2,3,3,Yes,233
L1538,5,1260.0,5.0,366.0,305.0,2,4,4,Yes,244
L1540,4,397.0,4.0,305.0,274.0,2,4,3,No,243
L1546,1,194.0,1.0,274.0,274.0,2,1,2,No,212
L1558,3,418.0,3.0,366.0,244.0,3,3,3,No,333
L1565,8,1360.0,8.0,394.0,335.0,1,4,4,Yes,144
L1566,1,71.0,1.0,366.0,366.0,1,1,1,Yes,111
L1574,1,125.0,1.0,213.0,213.0,3,1,1,No,311
L1575,2,297.0,2.0,366.0,335.0,1,2,2,Yes,122
L1581,3,974.0,3.0,394.0,335.0,1,3,4,Yes,134
L1582,2,127.0,2.0,366.0,305.0,2,2,1,Yes,221
L1589,1,269.0,1.0,425.0,425.0,1,1,2,Yes,112
L1591,2,391.0,2.0,394.0,305.0,2,2,3,Yes,223
L1594,2,1441.0,2.0,425.0,335.0,1,2,4,Yes,124
L1595,1,1074.0,1.0,152.0,152.0,1,1,4,No,114
L1596,1,271.0,1.0,274.0,274.0,2,1,2,No,212
L1598,2,311.0,2.0,274.0,60.0,4,2,2,No,422
L1600,1,213.0,1.0,213.0,213.0,3,1,2,No,312
L1602,4,353.0,4.0,335.0,29.0,4,4,3,No,443
L1608,2,875.0,2.0,394.0,335.0,1,2,4,Yes,124
L1609,1,107.0,1.0,425.0,425.0,1,1,1,Yes,111
L1611,1,249.0,1.0,213.0,213.0,3,1,2,No,312
L1613,1,93.0,1.0,394.0,394.0,1,1,1,Yes,111
L1614,1,71.0,1.0,274.0,274.0,2,1,1,No,211
L1622,1,200.0,1.0,274.0,274.0,2,1,2,No,212
L1627,1,258.0,1.0,244.0,244.0,3,1,2,No,312
L1631,4,516.0,4.0,425.0,274.0,2,4,3,No,243
L1648,1,51.0,1.0,394.0,394.0,1,1,1,Yes,111
L1650,1,440.0,1.0,335.0,335.0,1,1,3,Yes,113
L1652,1,141.0,1.0,394.0,394.0,1,1,1,Yes,111
L1660,2,110.0,2.0,29.0,29.0,1,2,1,No,121
L1661,1,311.0,1.0,1.0,1.0,1,1,2,No,112
L1662,1,71.0,1.0,366.0,366.0,1,1,1,Yes,111
L1664,2,169.0,2.0,394.0,394.0,1,2,2,Yes,122
L1668,3,712.0,3.0,60.0,1.0,1,3,3,No,133
L1670,1,96.0,1.0,213.0,213.0,3,1,1,No,311
L1687,1,52.0,1.0,29.0,29.0,1,1,1,No,111
L1688,1,264.0,1.0,1.0,1.0,1,1,2,No,112
L1689,1,75.0,1.0,29.0,29.0,1,1,1,No,111
L1690,1,195.0,1.0,60.0,60.0,1,1,2,No,112
L1691,1,164.0,1.0,29.0,29.0,1,1,2,No,112
L1692,1,222.0,1.0,60.0,60.0,1,1,2,No,112
L1693,1,258.0,1.0,1.0,1.0,1,1,2,No,112
L1694,1,164.0,1.0,60.0,60.0,1,1,2,No,112
L1695,1,289.0,1.0,1.0,1.0,1,1,2,No,112
L1697,1,55.0,1.0,60.0,60.0,1,1,1,No,111
L1698,1,227.0,1.0,60.0,60.0,1,1,2,No,112
L1699,1,73.0,1.0,60.0,60.0,1,1,1,No,111
L1700,1,356.0,1.0,60.0,60.0,1,1,3,No,113
L1701,1,341.0,1.0,1.0,1.0,1,1,3,No,113
L1702,1,306.0,1.0,60.0,60.0,1,1,2,No,112
L1703,1,98.0,1.0,29.0,29.0,1,1,1,No,111
L1704,1,55.0,1.0,60.0,60.0,1,1,1,No,111
L1705,1,139.0,1.0,60.0,60.0,1,1,1,No,111
L1706,1,231.0,1.0,60.0,60.0,1,1,2,No,112
L1707,1,117.0,1.0,60.0,60.0,1,1,1,No,111
L1708,2,622.0,2.0,29.0,29.0,1,2,3,No,123
L1709,1,311.0,1.0,1.0,1.0,1,1,2,No,112
L1710,1,248.0,1.0,1.0,1.0,1,1,2,No,112
L1711,1,93.0,1.0,1.0,1.0,1,1,1,No,111
L1712,1,55.0,1.0,60.0,60.0,1,1,1,No,111
L1714,1,956.0,1.0,91.0,91.0,1,1,4,No,114
L1715,1,264.0,1.0,335.0,335.0,1,1,2,Yes,112
L1716,2,180.0,2.0,274.0,274.0,2,2,2,No,222
L1718,1,234.0,1.0,244.0,244.0,3,1,2,No,312
L1720,1,146.0,1.0,182.0,182.0,1,1,1,No,111
L1721,1,192.0,1.0,121.0,121.0,1,1,2,No,112
L1722,1,84.0,1.0,274.0,274.0,2,1,1,No,211
L1723,1,3406.0,1.0,1.0,1.0,1,1,4,No,114
L1724,3,1335.0,3.0,274.0,274.0,2,3,4,No,234
L1725,1,50.0,1.0,394.0,394.0,1,1,1,Yes,111
L1726,1,137.0,1.0,305.0,305.0,2,1,1,Yes,211
L1727,1,120.0,1.0,213.0,213.0,3,1,1,No,311
L1728,11,1252.0,11.0,394.0,274.0,2,4,4,No,244
L1730,9,2597.0,9.0,394.0,152.0,3,4,4,No,344
L1731,4,30496.0,4.0,1.0,1.0,1,4,4,No,144
L1732,2,398.0,2.0,244.0,244.0,3,2,3,No,323
L1733,1,119.0,1.0,274.0,274.0,2,1,1,No,211
L1735,1,101.0,1.0,213.0,213.0,3,1,1,No,311
L1736,2,369.0,2.0,274.0,244.0,3,2,3,No,323
L1737,1,199.0,1.0,121.0,121.0,1,1,2,No,112
L1738,1,1703.0,1.0,1.0,1.0,1,1,4,No,114
L1739,2,186.0,2.0,305.0,305.0,2,2,2,Yes,222
L1740,1,371.0,1.0,425.0,425.0,1,1,3,Yes,113
L1741,1,154.0,1.0,121.0,121.0,1,1,2,No,112
L1742,1,41.0,1.0,366.0,366.0,1,1,1,Yes,111
L1744,1,963.0,1.0,213.0,213.0,3,1,4,No,314
L1746,2,154.0,2.0,305.0,305.0,2,2,2,Yes,222
L1747,1,120.0,1.0,305.0,305.0,2,1,1,Yes,211
L1748,1,1080.0,3.0,91.0,91.0,1,1,4,No,114
L1749,1,129.0,1.0,244.0,244.0,3,1,1,No,311
L1750,1,136.0,1.0,366.0,366.0,1,1,1,Yes,111
L1751,1,1257.0,1.0,335.0,335.0,1,1,4,Yes,114
L1752,1,941.0,1.0,425.0,425.0,1,1,4,Yes,114
L1753,1,125.0,1.0,182.0,182.0,1,1,1,No,111
L1754,1,175.0,1.0,244.0,244.0,3,1,2,No,312
L1755,1,101.0,1.0,152.0,152.0,1,1,1,No,111
L1756,1,154.0,1.0,244.0,244.0,3,1,2,No,312
L1757,5,4075.0,5.0,394.0,91.0,3,4,4,No,344
L1758,1,236.0,1.0,366.0,366.0,1,1,2,Yes,112
L1759,4,488.0,4.0,425.0,335.0,1,4,3,Yes,143
L1760,1,103.0,1.0,305.0,305.0,2,1,1,Yes,211
L1761,1,34.0,1.0,274.0,274.0,2,1,1,No,211
L1762,1,721.0,1.0,91.0,91.0,1,1,3,No,113
L1763,3,473.0,3.0,305.0,305.0,2,3,3,Yes,233
L1764,1,140.0,1.0,152.0,152.0,1,1,1,No,111
L1765,2,400.0,2.0,274.0,274.0,2,2,3,No,223
L1767,1,41.0,1.0,305.0,305.0,2,1,1,Yes,211
L1769,1,734.0,1.0,152.0,152.0,1,1,4,No,114
L1770,2,931.0,2.0,121.0,121.0,1,2,4,No,124
L1771,1,50.0,1.0,305.0,305.0,2,1,1,Yes,211
L1772,1,137.0,1.0,213.0,213.0,3,1,1,No,311
L1773,2,194.0,2.0,305.0,305.0,2,2,2,Yes,222
L1774,1,1290.0,1.0,213.0,213.0,3,1,4,No,314
L1775,1,143.0,1.0,366.0,366.0,1,1,1,Yes,111
L1776,1,124.0,1.0,305.0,305.0,2,1,1,Yes,211
L1777,1,146.0,1.0,152.0,152.0,1,1,1,No,111
L1778,1,56.0,1.0,244.0,244.0,3,1,1,No,311
L1779,1,497.0,1.0,121.0,121.0,1,1,3,No,113
L1780,2,828.0,2.0,335.0,335.0,1,2,4,Yes,124
L1781,1,424.0,1.0,244.0,244.0,3,1,3,No,313
L1782,1,154.0,1.0,305.0,305.0,2,1,2,Yes,212
L1783,2,69.0,2.0,335.0,335.0,1,2,1,Yes,121
MP301,2,232090.0,9.0,366.0,182.0,3,2,4,No,324
N1983,1,9800.0,2.0,244.0,244.0,3,1,4,No,314
N1988,1,6900.0,1.0,244.0,244.0,3,1,4,No,314
VIP1001,3,465.0,3.0,366.0,29.0,4,3,3,No,433
VIP1003,2,690.0,2.0,305.0,305.0,2,2,3,Yes,223
VIP1004,4,836.0,4.0,60.0,1.0,1,4,4,No,144
VIP1006,5,579.0,5.0,366.0,91.0,3,4,3,No,343
VIP1009,10,1374.0,10.0,366.0,29.0,4,4,4,No,444
VIP1013,6,918.0,6.0,366.0,1.0,4,4,4,No,444
VIP1014,11,2378.0,11.0,244.0,1.0,4,4,4,No,444
VIP1015,2,330.0,2.0,425.0,366.0,1,2,2,Yes,122
VIP1016,1,170.0,1.0,366.0,366.0,1,1,2,Yes,112
VIP1017,1,70.0,1.0,274.0,274.0,2,1,1,No,211
VIP1018,2,421.0,2.0,1.0,1.0,1,2,3,No,123
VIP1020,1,136.0,1.0,394.0,394.0,1,1,1,Yes,111
VIP1021,6,1607.0,6.0,425.0,335.0,1,4,4,Yes,144
VIP1022,14,2449.0,14.0,425.0,1.0,4,4,4,No,444
VIP1023,11,3227.0,11.0,366.0,182.0,3,4,4,No,344
VIP1025,2,142.0,2.0,366.0,366.0,1,2,1,Yes,121
VIP1027,5,1341.0,5.0,305.0,60.0,4,4,4,No,444
VIP1028,2,420.0,2.0,366.0,305.0,2,2,3,Yes,223
VIP1029,1,199.0,1.0,274.0,274.0,2,1,2,No,212
VIP1030,9,996.0,9.0,335.0,1.0,4,4,4,No,444
VIP1033,2,84.0,2.0,394.0,394.0,1,2,1,Yes,121
VIP1035,5,473.0,5.0,394.0,305.0,2,4,3,Yes,243
VIP1037,3,564.0,3.0,366.0,213.0,3,3,3,No,333
VIP1042,1,57.0,1.0,425.0,425.0,1,1,1,Yes,111
VIP1043,6,715.0,6.0,425.0,274.0,2,4,3,No,243
VIP1046,1,70.0,1.0,366.0,366.0,1,1,1,Yes,111
VIP1048,5,1334.0,5.0,335.0,244.0,3,4,4,No,344
VIP1049,2,592.0,2.0,60.0,60.0,1,2,3,No,123
VIP1050,7,2650.0,7.0,394.0,1.0,4,4,4,No,444
VIP1053,1,218.0,1.0,244.0,244.0,3,1,2,No,312
VIP1055,2,282.0,2.0,29.0,29.0,1,2,2,No,122
VIP1056,4,937.0,4.0,305.0,1.0,4,4,4,No,444
VIP1057,2,427.0,2.0,244.0,29.0,4,2,3,No,423
VIP1060,1,911.0,1.0,425.0,425.0,1,1,4,Yes,114
VIP1061,1,340.0,1.0,394.0,394.0,1,1,3,Yes,113
VIP1062,18,4276.0,18.0,366.0,1.0,4,4,4,No,444
VIP1065,1,205.0,1.0,121.0,121.0,1,1,2,No,112
VIP1067,5,837.0,5.0,425.0,274.0,2,4,4,No,244
VIP1068,2,200.0,2.0,335.0,335.0,1,2,2,Yes,122
VIP1070,6,983.0,6.0,274.0,213.0,3,4,4,No,344
VIP1073,8,1825.0,8.0,366.0,29.0,4,4,4,No,444
VIP1074,1,71.0,1.0,366.0,366.0,1,1,1,Yes,111
VIP1081,4,644.0,4.0,91.0,60.0,1,4,3,No,143
VIP1082,2,205.0,2.0,274.0,274.0,2,2,2,No,222
VIP1083,2,136.0,2.0,366.0,305.0,2,2,1,Yes,221
VIP1085,11,703.0,11.0,394.0,60.0,4,4,3,No,443
VIP1088,5,1294.0,5.0,366.0,29.0,4,4,4,No,444
VIP1089,4,532.0,4.0,305.0,29.0,4,4,3,No,443
VIP1090,3,591.0,3.0,305.0,244.0,3,3,3,No,333
VIP1092,2,153.0,2.0,274.0,274.0,2,2,2,No,222
VIP1093,12,3941.0,12.0,366.0,1.0,4,4,4,No,444
VIP1094,5,666.0,5.0,305.0,274.0,2,4,3,No,243
VIP1098,5,1136.0,5.0,366.0,1.0,4,4,4,No,444
VIP1100,4,847.0,4.0,366.0,305.0,2,4,4,Yes,244
VIP1101,1,281.0,1.0,60.0,60.0,1,1,2,No,112
VIP1103,3,465.0,3.0,91.0,60.0,1,3,3,No,133
VIP1104,2,386.0,2.0,394.0,335.0,1,2,3,Yes,123
VIP1105,27,3500.0,27.0,425.0,60.0,4,4,4,No,444
VIP1106,5,681.0,5.0,425.0,425.0,1,4,3,Yes,143
VIP1107,1,126.0,1.0,335.0,335.0,1,1,1,Yes,111
VIP1109,1,734.0,1.0,91.0,91.0,1,1,4,No,114
VIP1114,2,227.0,2.0,366.0,274.0,2,2,2,No,222
VIP1116,12,1134.0,12.0,425.0,274.0,2,4,4,No,244
VIP1117,1,229.0,1.0,335.0,335.0,1,1,2,Yes,112
VIP1119,8,618.0,8.0,394.0,29.0,4,4,3,No,443
VIP1121,2,269.0,2.0,366.0,213.0,3,2,2,No,322
VIP1122,1,146.0,1.0,91.0,91.0,1,1,1,No,111
VIP1126,1,33.0,1.0,305.0,305.0,2,1,1,Yes,211
VIP1130,2,613.0,2.0,274.0,60.0,4,2,3,No,423
VIP1131,1,217.0,1.0,60.0,60.0,1,1,2,No,112
VIP1132,2,880.0,2.0,305.0,152.0,3,2,4,No,324
VIP1136,2,186.0,2.0,305.0,305.0,2,2,2,Yes,222
VIP1138,2,691.0,2.0,121.0,121.0,1,2,3,No,123
VIP1139,4,950.0,4.0,366.0,274.0,2,4,4,No,244
VIP1140,1,89.0,1.0,366.0,366.0,1,1,1,Yes,111
VIP1141,2,835.0,4.0,366.0,305.0,2,2,4,Yes,224
VIP1142,30,6002.0,30.0,425.0,1.0,4,4,4,No,444
VIP1146,13,3420.0,13.0,213.0,29.0,4,4,4,No,444
VIP1148,1,221.0,1.0,244.0,244.0,3,1,2,No,312
VK1001,1,706.0,1.0,182.0,182.0,1,1,3,No,113
VK1002,1,440.0,1.0,335.0,335.0,1,1,3,Yes,113
VVIP1001,2,131.0,2.0,305.0,274.0,2,2,1,No,221
VVIP1004,12,3146.0,12.0,366.0,91.0,3,4,4,No,344
VVIP1005,2,1230.0,2.0,366.0,60.0,4,2,4,No,424
VVIP1006,3,336.0,3.0,305.0,305.0,2,3,2,Yes,232
VVIP1008,16,4086.0,16.0,366.0,1.0,4,4,4,No,444
VVIP1009,2,507.0,2.0,274.0,29.0,4,2,3,No,423
VVIP1011,1,44.0,1.0,213.0,213.0,3,1,1,No,311
VVIP1012,2,334.0,2.0,244.0,244.0,3,2,2,No,322
VVIP1015,2,148.0,2.0,305.0,305.0,2,2,2,Yes,222
VVIP1016,4,1276.0,4.0,366.0,274.0,2,4,4,No,244
VVIP1017,19,4509.0,19.0,425.0,121.0,3,4,4,No,344
VVIP1018,10,1488.0,10.0,425.0,1.0,4,4,4,No,444
VVIP1020,1,236.0,1.0,366.0,366.0,1,1,2,Yes,112
VVIP1021,23,3207.0,23.0,366.0,60.0,4,4,4,No,444
VVIP1022,25,5580.0,26.0,366.0,1.0,4,4,4,No,444
VVIP1023,5,882.0,5.0,274.0,213.0,3,4,4,No,344
VVIP1024,2,107.0,2.0,305.0,244.0,3,2,1,No,321
VVIP1025,1,70.0,1.0,394.0,394.0,1,1,1,Yes,111
VVIP1026,4,823.0,4.0,305.0,1.0,4,4,4,No,444
VVIP1027,2,1134.0,2.0,305.0,152.0,3,2,4,No,324
VVIP1028,29,3932.0,29.0,394.0,1.0,4,4,4,No,444
VVIP1032,8,1610.0,8.0,305.0,60.0,4,4,4,No,444
VVIP1035,1,559.0,1.0,29.0,29.0,1,1,3,No,113
VVIP1036,15,2967.0,15.0,425.0,1.0,4,4,4,No,444
VVIP1037,7,2588.0,7.0,213.0,29.0,4,4,4,No,444
VVIP1038,38,10293.0,38.0,425.0,1.0,4,4,4,No,444
VVIP1039,4,1630.0,4.0,425.0,305.0,2,4,4,Yes,244
VVIP1042,14,2629.0,14.0,366.0,60.0,4,4,4,No,444
VVIP1043,11,2564.0,11.0,394.0,29.0,4,4,4,No,444
VVIP1044,39,6578.0,39.0,425.0,29.0,4,4,4,No,444
VVIP1045,2,307.0,2.0,305.0,213.0,3,2,2,No,322
VVIP1046,2,703.0,2.0,305.0,244.0,3,2,3,No,323
VVIP1047,21,2837.0,21.0,425.0,29.0,4,4,4,No,444
VVIP1049,5,1254.0,5.0,366.0,335.0,1,4,4,Yes,144
